RareDropTable=true
20268, 1, 1, 0
1371, 1, 1, 1
1432, 1, 1, 1
1289, 1, 1, 1
14484, 1, 1, 3
25555, 1, 1, 3
1185, 1, 1, 1
1113, 1, 1, 2
1163, 1, 1, 2
5298, 1, 2, 1
5281, 1, 1, 1
5294, 1, 2, 1
5104, 1, 3, 1
5292, 1, 2, 1
5282, 1, 1, 1
5311, 1, 3, 1
5299, 1, 2, 1
5280, 4, 10, 2
5100, 1, 2, 2
5295, 1, 3, 2
12176, 1, 2, 2
5323, 1, 4, 2
5296, 1, 2, 2
5105, 1, 3, 2
5303, 1, 2, 2
5302, 1, 2, 2
28264, 3, 3, 2
5301, 1, 3, 2
200, 1, 11, 1
202, 1, 11, 1
204, 1, 11, 1
206, 1, 11, 1
210, 1, 11, 1
212, 1, 11, 1
214, 1, 11, 1
216, 1, 11, 1
2486, 1, 11, 1
208, 1, 11, 2
218, 1, 11, 2
1602, 4, 4, 1
2362, 4, 4, 1
560, 20, 52, 1
563, 20, 45, 1
1443, 4, 4, 1
565, 10, 43, 2
995, 3000, 15000, 1
14474, 1, 1, 4
14472, 1, 1, 4
14476, 1, 1, 4
25481, 1, 1, 3
18778, 1, 1, 3
2722, 1, 1, 2
19043, 1, 1, 4
18757, 1, 1, 4
