RareDropTable=true
526, 1, 1, 0
1335, 1, 1, 1
826, 5, 5, 1
1191, 1, 1, 1
1239, 1, 1, 2
561, 2, 6, 1
560, 1, 1, 2
199, 1, 1, 2
201, 1, 1, 2
203, 1, 1, 2
205, 1, 1, 2
207, 1, 1, 3
209, 1, 1, 3
213, 1, 1, 3
211, 1, 1, 3
215, 1, 1, 3
2485, 1, 1, 3
217, 1, 1, 3
5318, 1, 4, 1
5319, 1, 3, 1
5324, 1, 3, 3
5322, 1, 2, 3
5320, 1, 2, 3
5323, 1, 1, 3
12148, 1, 4, 3
5321, 1, 1, 3
441, 1, 1, 1
6334, 1, 4, 1
6332, 1, 1, 1
2115, 1, 3, 1
526, 1, 2, 1
532, 1, 3, 2
15128, 1, 1, 2
8778, 4, 4, 3
30139, 1, 1, 3
30140, 1, 1, 3
30141, 1, 1, 3
2801, 1, 1, 3
18778, 1, 1, 4
