RareDropTable=false
207, 1, 1, 3
211, 1, 1, 3
5293, 1, 1, 3
5295, 1, 1, 3
5297, 1, 1, 4
1265, 1, 1, 1
1267, 1, 1, 1
1351, 1, 1, 2
826, 1, 1, 2
554, 7, 7, 1
561, 4, 4, 2
562, 1, 1, 3
1454, 1, 1, 3
995, 4, 498, 1
407, 1, 2, 1
402, 1, 5, 1
403, 2, 2, 3
411, 1, 1, 1
409, 1, 1, 1
15188, 1, 1, 1
1969, 1, 1, 2
946, 1, 1, 2
440, 1, 1, 2
453, 2, 2, 2
436, 3, 3, 2
438, 3, 3, 2
313, 1, 10, 2
45, 5, 5, 2
9187, 1, 1, 3
225, 1, 1, 3
2677, 1, 1, 3
30139, 1, 1, 3
30140, 1, 1, 3
30141, 1, 1, 3
405, 1, 1, 3
18778, 1, 1, 4
