RareDropTable=true
5297, 1, 1, 2
5281, 1, 1, 2
5280, 1, 1, 4
5106, 1, 1, 2
5296, 1, 1, 2
5298, 1, 1, 2
5299, 1, 1, 2
21621, 2, 2, 1
5301, 1, 1, 3
5302, 1, 1, 3
5303, 1, 1, 3
5304, 1, 1, 3
21620, 3, 3, 3
5300, 1, 1, 3
200, 1, 3, 1
202, 1, 3, 1
204, 1, 3, 1
206, 1, 3, 1
208, 1, 3, 1
210, 1, 3, 1
212, 1, 3, 1
214, 1, 3, 2
216, 1, 3, 2
2486, 1, 3, 2
218, 1, 3, 3
1432, 1, 1, 1
1353, 1, 1, 2
3053, 1, 1, 2
1163, 1, 1, 2
1197, 1, 1, 3
1073, 1, 1, 3
4093, 1, 1, 3
232, 8, 8, 1
248, 2, 2, 1
1939, 25, 25, 1
24909, 20, 60, 1
995, 250, 3456, 2
32341, 7, 18, 3
2722, 1, 1, 3
18757, 1, 1, 4
25354, 1, 1, 4
18778, 1, 1, 4
32386, 1, 1, 3
32380, 1, 1, 3
32383, 1, 1, 3
32389, 1, 1, 3
