RareDropTable=true
557, 5, 5, 1
555, 9, 9, 1
7936, 4, 8, 1
1442, 1, 1, 2
1438, 1, 1, 2
1454, 1, 1, 2
1446, 1, 1, 2
1444, 1, 1, 2
199, 1, 1, 2
201, 1, 1, 2
203, 1, 1, 2
205, 1, 1, 2
207, 1, 1, 2
209, 1, 1, 2
211, 1, 1, 2
213, 1, 1, 2
215, 1, 1, 2
2485, 1, 1, 2
217, 1, 1, 2
886, 4, 7, 1
884, 2, 17, 1
3757, 1, 1, 2
5319, 1, 1, 2
5318, 1, 1, 2
5324, 1, 1, 2
5322, 1, 1, 2
5321, 1, 3, 4
12148, 1, 3, 4
5302, 1, 1, 4
401, 4, 4, 1
403, 4, 4, 1
377, 1, 1, 1
301, 1, 1, 1
29, 1, 1, 1
24909, 20, 20, 1
1781, 1, 1, 2
995, 355, 355, 2
231, 1, 1, 2
2801, 1, 1, 3
18757, 1, 1, 4
18778, 1, 1, 4
