RareDropTable=true
532, 1, 1, 0
13279, 50, 50, 1
13278, 50, 50, 1
1303, 1, 1, 2
25737, 1, 1, 2
25564, 1, 1, 4
13290, 1, 1, 4
1123, 1, 1, 2
1147, 1, 1, 2
32372, 1, 1, 3
4091, 1, 1, 4
240, 2, 2, 1
226, 2, 2, 1
199, 1, 1, 1
201, 1, 1, 1
203, 1, 1, 1
205, 1, 1, 1
209, 1, 1, 2
211, 1, 1, 2
213, 1, 1, 2
215, 1, 1, 2
217, 1, 1, 2
207, 1, 1, 3
2485, 1, 1, 3
5297, 1, 1, 2
5280, 1, 1, 2
5296, 1, 1, 2
5106, 1, 1, 2
5298, 1, 1, 2
5299, 1, 1, 2
5301, 1, 1, 2
5281, 1, 1, 2
21620, 4, 4, 2
21621, 1, 1, 2
5302, 1, 1, 3
5300, 1, 1, 3
5303, 1, 1, 3
5304, 1, 1, 4
1964, 10, 10, 1
995, 22, 2499, 1
1780, 50, 50, 1
1621, 1, 1, 1
24909, 20, 40, 2
30139, 1, 1, 3
30140, 1, 1, 3
30141, 1, 1, 3
2722, 1, 1, 3
7978, 1, 1, 4
10976, 1, 1, 4
18778, 1, 1, 4
