RareDropTable=true
526, 1, 1, 0
1365, 1, 1, 2
1243, 1, 1, 2
1355, 1, 1, 2
1197, 1, 1, 2
1383, 1, 1, 2
1161, 1, 1, 2
25704, 1, 1, 3
1213, 1, 1, 3
4089, 1, 1, 3
32368, 1, 1, 3
4097, 1, 1, 4
199, 1, 1, 1
201, 1, 1, 1
203, 1, 1, 1
205, 1, 1, 1
207, 1, 2, 1
209, 1, 1, 1
211, 1, 2, 2
215, 1, 1, 2
2485, 1, 1, 2
213, 1, 1, 3
217, 1, 1, 3
995, 11, 2381, 1
447, 1, 1, 1
1452, 1, 1, 2
1440, 1, 1, 2
555, 20, 20, 2
379, 1, 1, 3
560, 10, 10, 3
566, 20, 20, 3
571, 1, 1, 3
7899, 1, 1, 1
7977, 1, 1, 4
2801, 1, 1, 4
18778, 1, 1, 4
