RareDropTable=true
6729, 1, 1, 0
6155, 1, 1, 0
3757, 1, 1, 1
1343, 1, 1, 1
1357, 1, 1, 1
1315, 1, 1, 2
1359, 1, 1, 2
1273, 1, 1, 2
1373, 1, 1, 3
6739, 1, 1, 3
1193, 1, 1, 1
1119, 1, 1, 1
1123, 1, 1, 2
3758, 1, 1, 2
3748, 1, 1, 2
6737, 1, 1, 3
6735, 1, 1, 3
2570, 1, 1, 3
6129, 1, 1, 3
6130, 1, 1, 3
147, 1, 1, 2
159, 1, 1, 2
165, 1, 1, 2
141, 1, 1, 2
2456, 1, 1, 2
191, 1, 1, 2
129, 1, 1, 3
2361, 1, 1, 2
448, 25, 25, 2
454, 100, 100, 2
441, 150, 150, 3
2354, 15, 38, 3
365, 5, 5, 2
373, 5, 5, 2
385, 5, 5, 2
207, 1, 1, 2
995, 156, 3000, 2
18757, 1, 1, 3
2722, 1, 1, 3
19043, 1, 1, 4
33851, 1, 1, 4
