RareDropTable=true
18830, 1, 1, 0
1123, 1, 1, 2
892, 12, 12, 1
1199, 1, 1, 2
-1, 1, 1, 1
1445, 2, 2, 1
560, 10, 15, 2
1439, 2, 2, 2
7937, 50, 50, 2
563, 10, 10, 2
565, 10, 10, 2
200, 1, 1, 1
202, 1, 1, 1
204, 1, 1, 1
206, 1, 1, 1
208, 1, 1, 1
210, 1, 1, 1
212, 1, 1, 1
214, 1, 1, 1
216, 1, 1, 1
2486, 1, 1, 2
218, 1, 1, 2
3051, 1, 1, 4
995, 200, 1337, 1
385, 1, 2, 1
572, 2, 2, 1
2362, 3, 3, 2
226, 1, 1, 2
8836, 3, 3, 2
2722, 1, 1, 3
18757, 1, 1, 3
30139, 1, 1, 3
30140, 1, 1, 3
30141, 1, 1, 3
18778, 1, 1, 3
11286, 1, 1, 4
