RareDropTable=false
526, 1, 1, 0
19830, 1, 1, 1
1203, 1, 1, 1
882, 16, 16, 1
877, 8, 8, 1
1139, 1, 1, 1
1237, 1, 1, 1
1173, 1, 1, 1
1103, 1, 1, 2
1155, 1, 1, 2
1189, 1, 1, 2
1277, 1, 1, 2
1291, 1, 1, 2
1009, 1, 1, 2
884, 3, 6, 2
1381, 1, 1, 3
1351, 1, 1, 3
825, 5, 5, 3
1321, 1, 1, 3
12985, 1, 1, 3
1153, 1, 1, 3
1141, 1, 1, 3
1129, 1, 1, 4
30318, 1, 1, 1
30312, 1, 1, 1
30315, 1, 1, 1
30306, 1, 1, 1
30309, 1, 1, 1
30321, 1, 1, 1
2307, 1, 1, 1
1965, 1, 1, 1
1917, 1, 1, 2
2138, 1, 1, 2
556, 2, 10, 1
559, 2, 7, 1
557, 4, 4, 2
555, 6, 6, 1
558, 2, 19, 2
565, 1, 1, 3
562, 1, 1, 3
561, 1, 1, 3
199, 1, 1, 2
201, 1, 1, 2
203, 1, 1, 2
205, 1, 1, 2
207, 1, 1, 3
209, 1, 1, 3
211, 1, 1, 3
213, 1, 1, 3
215, 1, 1, 3
2485, 1, 1, 3
217, 1, 1, 3
1438, 1, 1, 1
1949, 1, 1, 1
995, 1, 24, 1
288, 1, 1, 1
1440, 1, 1, 2
1987, 1, 3, 2
1442, 1, 1, 2
10999, 1, 1, 2
7812, 1, 1, 2
9057, 1, 1, 2
9054, 1, 1, 2
2677, 1, 1, 2
946, 1, 1, 3
1448, 1, 1, 3
438, 1, 1, 3
30139, 1, 1, 3
30140, 1, 1, 3
30141, 1, 1, 3
