RareDropTable=false
3325, 1, 1, 0
560, 1, 1, 1
565, 1, 1, 1
1381, 1, 1, 3
1387, 1, 1, 3
4580, 1, 1, 3
1367, 1, 1, 2
25767, 1, 1, 2
1313, 1, 1, 3
1369, 1, 1, 2
1315, 1, 1, 3
1329, 1, 1, 2
1299, 1, 1, 2
1343, 1, 1, 3
1357, 1, 1, 2
1287, 1, 1, 3
1430, 1, 1, 3
1331, 1, 1, 3
1083, 1, 1, 1
1119, 1, 1, 1
1165, 1, 1, 2
1107, 1, 1, 3
1077, 1, 1, 3
1195, 1, 1, 2
1179, 1, 1, 2
1159, 1, 1, 2
1109, 1, 1, 2
1071, 1, 1, 3
1181, 1, 1, 3
1145, 1, 1, 3
561, 10, 10, 3
560, 10, 10, 3
1519, 5, 5, 2
1515, 5, 5, 2
1641, 1, 1, 2
2801, 1, 1, 3
