RareDropTable=true
526, 1, 1, 0
5291, 1, 1, 2
5292, 1, 1, 2
5293, 1, 1, 2
5294, 1, 1, 2
5296, 1, 1, 3
12176, 1, 1, 3
5295, 1, 1, 3
5297, 1, 1, 3
5298, 1, 1, 3
5299, 1, 1, 3
5300, 1, 1, 4
5301, 1, 1, 3
5302, 1, 1, 4
5303, 1, 1, 4
5304, 1, 1, 4
5104, 1, 1, 2
5106, 1, 1, 2
5282, 1, 1, 2
5280, 1, 1, 2
5321, 1, 1, 3
5105, 1, 1, 2
5100, 1, 1, 2
5323, 1, 1, 3
5311, 1, 1, 3
556, 60, 60, 1
562, 9, 9, 2
564, 4, 4, 2
555, 20, 20, 2
563, 2, 2, 3
1361, 1, 1, 1
1141, 1, 1, 1
1281, 1, 1, 1
888, 8, 8, 2
1329, 1, 1, 2
1265, 1, 1, 2
995, 20, 185, 1
2359, 1, 1, 4
