RareDropTable=true
532, 1, 1, 0
314, 1, 15, 0
9185, 1, 1, 1
9144, 18, 25, 1
892, 102, 105, 1
1303, 1, 1, 2
9244, 2, 15, 2
169, 3, 3, 2
163, 3, 3, 2
995, 18000, 21000, 1
218, 5, 22, 2
5303, 3, 3, 2
5315, 1, 1, 3
989, 1, 1, 3
11718, 1, 1, 3
11720, 1, 1, 3
11722, 1, 1, 3
25010, 1, 1, 3
25016, 1, 1, 3
25013, 1, 1, 3
11710, 1, 1, 3
11712, 1, 1, 3
11714, 1, 1, 3
11702, 1, 1, 3
995, 40958, 79254, 1
6694, 30, 40, 1
44, 100, 100, 1
9245, 10, 10, 1
892, 100, 300, 1
1128, 2, 2, 1
169, 3, 3, 2
163, 3, 3, 2
218, 10, 10, 2
1748, 122, 126, 3
314, 3500, 4000, 3
5315, 1, 1, 3
11718, 1, 1, 3
11720, 1, 1, 3
11722, 1, 1, 3
25010, 1, 1, 3
25016, 1, 1, 3
25013, 1, 1, 3
11710, 1, 1, 3
11712, 1, 1, 3
11714, 1, 1, 3
11702, 1, 1, 3
10977, 1, 1, 3
18778, 1, 1, 2
10976, 1, 1, 3
2722, 1, 1, 2
19043, 1, 1, 3
30300, 1, 1, 1
30294, 1, 1, 1
30297, 1, 1, 1
30288, 1, 1, 1
30291, 1, 1, 1
30303, 1, 1, 1
30349, 1, 1, 3
30351, 1, 1, 3
30353, 1, 1, 3
33830, 1, 1, 4
28128, 1, 1, 2
