RareDropTable=false
526, 1, 1, 0
1371, 1, 1, 3
1391, 1, 1, 3
1081, 1, 1, 1
1191, 1, 1, 1
1143, 1, 1, 2
1181, 1, 1, 2
1333, 1, 1, 3
1157, 1, 1, 3
11371, 1, 1, 1
1193, 1, 1, 2
1295, 1, 1, 2
1424, 1, 1, 2
1325, 1, 1, 2
857, 1, 1, 2
890, 5, 5, 2
565, 1, 1, 2
560, 5, 5, 2
9418, 2, 2, 2
9145, 5, 5, 2
886, 20, 20, 1
808, 10, 10, 2
865, 10, 10, 2
2361, 1, 1, 1
2357, 1, 1, 1
444, 1, 1, 1
2356, 3, 3, 1
2354, 3, 3, 1
199, 1, 1, 2
205, 1, 1, 2
209, 1, 1, 2
201, 1, 1, 2
207, 1, 1, 2
203, 1, 1, 2
11443, 1, 1, 1
995, 106, 490, 1
11341, 1, 1, 2
2801, 1, 1, 2
11337, 1, 1, 3
1637, 1, 1, 2
1619, 1, 1, 3
1515, 1, 1, 1
